HY512535,070XX S CLYDE AVE,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,N,N,41.76729844,-87.57388429
HZ203871,043XX W WABANSIA AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"SCHOOL PUBLIC BUILDING",Y,N,41.91159074,-87.73531182
HY512074,015XX S KENNETH AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,41.85970878,-87.73598635
HY513116,024XX N RACINE AVE,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,N,N,41.92656011,-87.65849825
HY512241,103XX S DOTY AVE E,ASSAULT,SIMPLE,OTHER,N,N,41.70775621,-87.58070877
HY511958,036XX W 26TH ST,ROBBERY,ARMED: HANDGUN,RESTAURANT,N,N,41.84437492,-87.71544093
HY512707,071XX S WENTWORTH AVE,OTHER OFFENSE,PAROLE VIOLATION,STREET,Y,N,41.7649593,-87.6297596
HY512600,072XX S CHAMPLAIN AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,41.76318199,-87.60916108
HY512795,014XX W 69TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,41.76861262,-87.65962832
HY513875,019XX W DICKENS AVE,MOTOR VEHICLE THEFT,"TRUCK BUS MOTOR HOME",STREET,N,N,41.91959144,-87.67677075
HY491926,029XX W ADDISON ST,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,PARKING LOT/GARAGE(NON.RESID.),Y,N,41.94665304,-87.70087546
HY513173,039XX W THOMAS ST,ASSAULT,SIMPLE,RESIDENCE,N,N,41.90086525,-87.72415696
HY511068,033XX N BROADWAY,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,N,N,41.94250306,-87.64447289
HY511787,023XX W 50TH PL,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,N,41.80205145,-87.68241724
HY512908,044XX W MONROE ST,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENTIAL YARD (FRONT/BACK),Y,N,41.87963202,-87.73650588
HY512878,076XX S MAY ST,ROBBERY,AGGRAVATED,ALLEY,N,N,41.75551965,-87.65265887
HY511617,011XX W BRYN MAWR AVE,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,N,N,41.98364915,-87.65871224
HY512564,049XX S LAWNDALE AVE,ASSAULT,AGGRAVATED: HANDGUN,STREET,N,N,41.80401565,-87.7160966
HY511889,010XX N FRANCISCO AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),N,N,41.9005001,-87.6992851
HY511907,019XX S ST LOUIS AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,41.85456454,-87.71242104
HY513249,051XX N DAMEN AVE,THEFT,$500 AND UNDER,"SCHOOL PUBLIC GROUNDS",N,N,41.97509979,-87.67937466
HY511635,075XX S EGGLESTON AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,41.75708083,-87.63567678
HY512681,022XX N KENMORE AVE,THEFT,$500 AND UNDER,COLLEGE/UNIVERSITY GROUNDS,N,N,41.92254506,-87.65473008
HY513395,065XX S WOLCOTT AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,41.77485831,-87.67137507
HY512565,003XX E 63RD ST,BATTERY,SIMPLE,CTA TRAIN,N,N,41.78022162,-87.61665046
HY514582,019XX E 72ND PL,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,41.76343222,-87.57728741
HY512714,016XX N AVERS AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,41.91075596,-87.72269626
HY515505,015XX N ELK GROVE AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),N,N,41.90972193,-87.67463456
HY511568,020XX N KEDVALE AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,41.91807909,-87.73025424
HY512683,049XX W MONROE ST,NARCOTICS,POSS: PCP,APARTMENT,Y,N,41.87946461,-87.74823599
HY511586,055XX S NATCHEZ AVE,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,41.79139195,-87.78421544
HY513339,112XX S EDBROOKE AVE,BATTERY,SIMPLE,STREET,N,N,41.69036088,-87.61957095
HY491873,044XX N BROADWAY,THEFT,RETAIL THEFT,OTHER,Y,N,41.96307079,-87.65598421
HY515010,032XX N PULASKI RD,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,N,N,41.94032701,-87.72721815
HY512191,036XX S LAKE PARK AVE,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,41.82938992,-87.60689263
HY511620,084XX S MARYLAND AVE,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,Y,N,41.74120151,-87.60373965
HY512402,060XX S NORMAL BLVD,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,41.78481539,-87.63760551
HY512106,081XX S HOUSTON AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,SIDEWALK,N,Y,41.74739002,-87.55038762
HY512604,058XX W MADISON ST,NARCOTICS,POSS: HEROIN(WHITE),STREET,Y,N,41.88016153,-87.77017044
HY512833,015XX N MILWAUKEE AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,BAR OR TAVERN,Y,N,41.90942226,-87.6759749
HY511760,039XX N NARRAGANSETT AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,41.95210932,-87.78652173
HY512066,070XX S MERRILL AVE,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,41.76707079,-87.57265899
HZ209719,008XX W 86TH ST,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,41.73786084,-87.64542216
HY512006,004XX W 79TH ST,ASSAULT,SIMPLE,APARTMENT,N,N,41.75077581,-87.63455036
HZ205257,077XX S YATES BLVD,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,RESIDENCE,N,Y,41.75453639,-87.56628713
HY512183,080XX S ASHLAND AVE,THEFT,RETAIL THEFT,DRUG STORE,N,N,41.7478519,-87.66337071
HY512709,096XX S DR MARTIN LUTHER KING JR DR,THEFT,$500 AND UNDER,STREET,N,N,41.71961961,-87.61408619
HY514827,012XX W WEBSTER AVE,THEFT,$500 AND UNDER,STREET,N,N,41.92165605,-87.6589431
HY512569,007XX W BUCKINGHAM PL,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,41.94272763,-87.64806529
HY513094,051XX S PULASKI RD,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,N,N,41.80046498,-87.7233704
HY511599,053XX W CHICAGO AVE,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,Y,N,41.89490828,-87.75837196
HY514473,072XX W FOSTER AVE,THEFT,FROM BUILDING,OTHER,N,N,41.97450367,-87.80861598
HZ204426,031XX W HARRISON ST,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,Y,Y,41.87369942,-87.70470516
HY512781,058XX N BROADWAY,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,41.98821605,-87.66020891
HZ205147,049XX N KENMORE AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,41.97208186,-87.65629694
HZ204848,009XX N MICHIGAN AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),N,N,41.89941016,-87.62413127
HZ205046,050XX N DAMEN AVE,THEFT,OVER $500,STREET,N,N,41.97293973,-87.67930849
HY512821,037XX N ELSTON AVE,THEFT,FROM BUILDING,SMALL RETAIL STORE,N,N,41.94964032,-87.71323801
HY513011,029XX S DR MARTIN LUTHER KING JR DR,THEFT,OVER $500,STREET,N,N,41.84116428,-87.6171782
HY513442,009XX W LAKESIDE PL,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,41.96820892,-87.65336314
HY513071,061XX N MOZART ST,ASSAULT,SIMPLE,APARTMENT,N,N,41.99295228,-87.70069687
HY512399,029XX W BELDEN AVE,ROBBERY,ARMED: HANDGUN,ALLEY,N,N,41.92326745,-87.70099623
HY512545,003XX N KENTON AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,41.88607311,-87.74027996
HY512364,013XX N HUDSON AVE,BATTERY,SIMPLE,SIDEWALK,Y,N,41.90715332,-87.63968057
HY512315,067XX S KILBOURN AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,41.77038421,-87.73474093
HY514780,071XX S ABERDEEN ST,THEFT,FROM BUILDING,APARTMENT,N,N,41.76443278,-87.65167396
HY513139,014XX W DIVISION ST,THEFT,$500 AND UNDER,GAS STATION,N,N,41.90340283,-87.66292986
HY512877,053XX W NEWPORT AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,Y,N,41.94321729,-87.76047806
HY416834,002XX N MICHIGAN AVE,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,N,N,41.88619087,-87.62452722
HY513129,012XX N PULASKI RD,THEFT,OVER $500,STREET,N,N,41.90392564,-87.72633562
HY511827,039XX W FILLMORE ST,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,Y,N,41.86800901,-87.72375674
HY512927,001XX N STATE ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,N,N,41.88350019,-87.6278767
HY514863,004XX E 63RD ST,THEFT,OVER $500,STREET,N,N,41.780266,-87.61409083
HZ205703,091XX S EMERALD AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,N,N,,
HY512626,067XX S GREEN ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,41.77190617,-87.64579903
HY512909,021XX S ARCHER AVE,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESTAURANT,N,N,41.85345004,-87.63360641
HY512057,0000X N PINE AVE,THEFT,$500 AND UNDER,APARTMENT,N,Y,41.88089009,-87.763209
HY512719,074XX N CLARK ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CURRENCY EXCHANGE,N,N,42.0159781,-87.67519884
HY512082,030XX W ROOSEVELT RD,ASSAULT,SIMPLE,CAR WASH,N,N,41.86645197,-87.701226
HY512316,001XX S WABASH AVE,BATTERY,SIMPLE,SMALL RETAIL STORE,Y,N,41.88018827,-87.6261542
HZ206757,047XX N CLARK ST,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,,
HY512189,040XX W 26TH ST,THEFT,FROM BUILDING,DEPARTMENT STORE,N,N,41.84424378,-87.72532194
HZ204676,0000X E 37TH PL,BATTERY,DOMESTIC BATTERY SIMPLE,CHA APARTMENT,N,Y,41.82648312,-87.62391673
HY511656,091XX S CHICAGO SKYWAY IB,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT/GARAGE(NON.RESID.),N,N,41.72877753,-87.55636162
HY513066,028XX N CLARK ST,CRIMINAL DAMAGE,TO PROPERTY,ANIMAL HOSPITAL,N,N,41.93457512,-87.64632231
HY512452,018XX S CHRISTIANA AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),N,Y,41.85594023,-87.709027
HZ210726,032XX W MONTROSE AVE,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GAS STATION,N,N,41.96118454,-87.70855589
HY511638,011XX N HAMLIN AVE,OTHER OFFENSE,PAROLE VIOLATION,STREET,Y,N,41.90136369,-87.72138622
HY511771,107XX S CHURCH ST,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENTIAL YARD (FRONT/BACK),N,N,41.69878145,-87.66067623
HY513418,100XX S WOODLAWN AVE,ASSAULT,SIMPLE,"SCHOOL PUBLIC BUILDING",N,N,41.7128602,-87.59246461
HY512706,005XX E 103RD ST,THEFT,OVER $500,OTHER,N,N,41.70736349,-87.61058988
HY512498,012XX W LOYOLA AVE,BATTERY,SIMPLE,CTA TRAIN,N,N,42.00110094,-87.66130192
HY512613,011XX S CLARK ST,THEFT,RETAIL THEFT,OTHER,Y,N,41.86821682,-87.6304532
HY511993,062XX S HAMLIN AVE,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL PUBLIC BUILDING",N,N,41.78032836,-87.71789669
HY513179,060XX S MAY ST,BURGLARY,FORCIBLE ENTRY,ABANDONED BUILDING,N,N,41.78451485,-87.65341193
HY511598,009XX E MARQUETTE RD,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,41.77499602,-87.60263455
HY514409,002XX S MICHIGAN AVE,THEFT,POCKET-PICKING,SIDEWALK,N,N,41.8790794,-87.62434142
HY512286,013XX W EVERGREEN AVE,THEFT,$500 AND UNDER,STREET,N,N,41.90617527,-87.66212206
HZ132245,022XX W JACKSON BLVD,CRIMINAL TRESPASS,TO LAND,"SCHOOL PUBLIC BUILDING",Y,N,41.87758587,-87.68312375
HY512852,044XX W VAN BUREN ST,ROBBERY,ATTEMPT: ARMED-HANDGUN,SIDEWALK,N,N,41.87513652,-87.73589779
HY514716,014XX N LUNA AVE,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,41.90639084,-87.7645655
HZ205732,061XX S EBERHART AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,41.78306276,-87.6132676
HY516643,002XX W GRAND AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,41.89158372,-87.63444644
HY512836,055XX W IRVING PARK RD,THEFT,OVER $500,STREET,N,N,41.95320017,-87.76532961
HY512070,082XX S ELLIS AVE,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,41.74509759,-87.60015941
HY512446,024XX N LINCOLN AVE,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,41.92592195,-87.6494321
HY512111,071XX S ALBANY AVE,THEFT,OVER $500,RESIDENCE,N,N,41.7635147,-87.70033866
HY512099,031XX S ASHLAND AVE,THEFT,$500 AND UNDER,STREET,N,N,41.83638523,-87.66571041
HZ204834,002XX W GARFIELD BLVD,ROBBERY,STRONGARM - NO WEAPON,CTA BUS STOP,N,N,41.7941852,-87.631424
HY512570,051XX S PULASKI RD,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,N,N,41.80046498,-87.7233704
HY516658,044XX S WASHTENAW AVE,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,41.81294744,-87.69189941
HY513446,014XX W HUBBARD ST,DECEPTIVE PRACTICE,UNLAWFUL USE OF A COMPUTER,RESIDENCE,N,N,41.88993491,-87.66400723
HZ205700,033XX W ARTHINGTON ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,41.87002208,-87.70922411
HY512787,052XX W FERDINAND ST,OTHER OFFENSE,OTHER VEHICLE OFFENSE,SPORTS ARENA/STADIUM,N,Y,41.88893249,-87.75641663
HY512586,056XX W BYRON ST,HOMICIDE,FIRST DEGREE MURDER,STREET,N,N,41.95132422,-87.76777622
HZ205828,015XX W 18TH ST,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,41.85781834,-87.66484147
HY512700,070XX W 63RD ST,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,41.77738239,-87.7970128
HY511888,022XX N SHEFFIELD AVE,CRIMINAL TRESPASS,TO LAND,COLLEGE/UNIVERSITY GROUNDS,Y,N,41.9226559,-87.65351999
HY514417,032XX N OTTAWA AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,41.9387633,-87.81777062
HY512725,023XX W WARREN BLVD,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,41.88210184,-87.68487735
HY514396,053XX W IRVING PARK RD,DECEPTIVE PRACTICE,BOGUS CHECK,OTHER,N,N,41.95325641,-87.76063081
HY514681,086XX S STONY ISLAND AVE,THEFT,$500 AND UNDER,BANK,N,N,41.73740778,-87.58563874
HY511566,051XX W MADISON ST,CRIMINAL TRESPASS,TO LAND,GAS STATION,Y,N,41.88039991,-87.75300855
HY513568,029XX S DR MARTIN LUTHER KING JR DR,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,N,N,41.84162265,-87.61719144
HY513046,063XX W HOLBROOK ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,41.99095462,-87.78558612
HY514684,026XX W 36TH PL,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,41.82742895,-87.69091099
HY514729,089XX S DAUPHIN AVE,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,41.73186982,-87.60228089
HY512729,001XX N STATE ST,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,41.88350019,-87.6278767
HY512180,0000X W WASHINGTON ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,N,N,41.88321078,-87.62990697
HZ205771,003XX E OHIO ST,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SIDEWALK,N,N,41.89260531,-87.61983959
HY513110,076XX S CICERO AVE,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,41.75459296,-87.74152854
HY511608,015XX W WALTON ST,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,41.8988276,-87.66565546
HZ206794,033XX W ARTHINGTON ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,41.87002208,-87.70922411
HY512095,089XX S HOUSTON AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),N,Y,41.73315779,-87.54994499
HZ205520,017XX W 70TH ST,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,RESIDENCE,N,N,41.76670208,-87.66659831
HY513260,066XX S TROY ST,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,N,N,41.77292724,-87.70176017
HY512238,011XX N WASHTENAW AVE,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,41.90260806,-87.69440436
HY511753,015XX S RIDGEWAY AVE,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE PORCH/HALLWAY,Y,N,41.86023061,-87.71890053
HY512193,050XX S RACINE AVE,BATTERY,AGGRAVATED: HANDGUN,ALLEY,N,N,41.80235161,-87.65508289
HY514799,039XX N JANSSEN AVE,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,N,N,41.95315319,-87.66581667
HY477326,025XX N KEELER AVE,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,Y,N,41.9268108,-87.73174113
HY512501,006XX E 73RD ST,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,VEHICLE NON-COMMERCIAL,Y,N,41.76216287,-87.60944011
HY512396,060XX S KOSTNER AVE,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,41.78310966,-87.73266464
HY512900,110XX S WENTWORTH AVE,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,41.69302227,-87.6279152
HY513630,059XX S MICHIGAN AVE,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),N,N,41.78656557,-87.62225593
HY512797,079XX S HALSTED ST,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,41.75011132,-87.64403074
HY512843,008XX W 63RD ST,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,41.77972535,-87.64637179
HY512874,006XX N CHRISTIANA AVE,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,41.89272469,-87.71013438
HY498513,059XX S EMERALD AVE,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,Y,Y,41.78652376,-87.64375817
HY511864,034XX S RHODES AVE,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,N,Y,41.83204321,-87.6133647
HY512686,098XX S MARYLAND AVE,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),N,N,41.71537306,-87.60303558
HY512869,081XX S DREXEL AVE,NARCOTICS,POSS: HEROIN(WHITE),APARTMENT,Y,N,41.7467297,-87.60262536
HZ109174,056XX S MICHIGAN AVE,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,N,N,,
HY517414,034XX W LAKE ST,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,41.88471307,-87.71245238
HY511695,016XX S CENTRAL PARK AVE,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,N,Y,41.85840224,-87.71519211
HY512306,001XX W 126TH PL,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,VEHICLE-COMMERCIAL,N,N,41.66447291,-87.62523685
HY513907,040XX S INDIANA AVE,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,41.8214025,-87.62154044
HY517633,004XX N MICHIGAN AVE,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,N,N,41.88946287,-87.62422294
HY514584,016XX W 21ST PL,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,41.8532257,-87.6664713
HY514573,008XX W FULLERTON AVE,THEFT,$500 AND UNDER,APARTMENT,N,N,41.9254282,-87.65038912
HY512851,015XX N SEDGWICK ST,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,41.91061261,-87.63857771
HY514540,063XX N ALBANY AVE,THEFT,FROM BUILDING,APARTMENT,N,N,41.99619414,-87.70687819
HY512809,032XX W CERMAK RD,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,N,N,41.85176126,-87.70560272
HY515697,010XX W WILLOW ST,BATTERY,SIMPLE,STREET,N,N,41.91354584,-87.65364973
HY514142,030XX E 90TH ST,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,41.73190924,-87.55076616
HY513803,005XX W 103RD ST,THEFT,$500 AND UNDER,APARTMENT,N,N,41.70700082,-87.63628806
